id,text,true_label,continuous_toxicity_score,group,error_type,LR_pred,SVM_pred,DistilBERT_pred,BERT_pred,HateBERT_pred
6038347,"Thatcher writes:

""What exactly is the correct term for hired mercenaries shooting 100 people""

--

It would be ""Russian Spetsnatz executing Putin's orders"".

Thanks for asking.

As for Yanukovych, he didn't flee the country after a coup, he skipped to his Moscow dacha when he was indicted by the Ukrainian parliament for mass murder.

He was never deposed in any coup, and he could have run again for the Presidency in the next election, well, except for that darn mass murder indictment.

And then there was also the minor issue of his emptying the national treasury as he fled to Moscow.

What was Putin's share of the loot?",0,0.4,General,"LR, SVM",1,1,0,0,0
629955,Lets chat about the klinton lies shall we. How much time you got?,1,0.5,General,"LR, SVM, DistilBERT, BERT, HateBERT",0,0,0,0,0
5369040,"I thought I was being clever with ""reigns"".  It's like a double entendre.  Because he will be reigning in America soon.  And of course you disagree w/me.  But you did get it, he built the table and he invites the players. And he will make the rules that benefit America and hurts our enemies.  But I don't think you understand who we are at war with.  Or at least that there is a terrorist faction that is at war with us.  Stop playing ""gotcha"" and get with the program.  If other democratic leaders are going to treat us with disdain, then we are lucky are president treats THEM with disdain.  Rather than bow down to them (literally) like Obama did and shame  America.  Or give up our Uranium to Death to America Iran and Jets and tanks to the Muslim Brotherhood.  Who do you think they intend to kill?  Our enemies?",0,0.3,General,"LR, SVM",1,1,0,0,0
943816,"Mexico is a violent mess of a state, where the vast majority of people live in unrelenting poverty as a result of their country being controlled, forever it seems, on the whole, by a corrupt narco-financed political oligarchy.  Reformers, who wish to change the system, starting locally at the grassroots, are usually assassinated. So to be lectured by the likes of present Mexican politicians, or former ones, such as Fox, on the need for us to engage in a “creation of opportunities”, is like being told by a successful unrepentant bank robber, that you should be opening more banks in his neighbourhood. For regular updates on the mess that is Mexico see: http://www.borderlandbeat.com/",0,0.4,General,"LR, SVM",1,1,0,0,0
6042196,Trumps admin is just as swampy as ever...,1,0.5,General,"LR, SVM, DistilBERT, BERT",0,0,0,0,1
6197117,"""You, like other liberals, want to cloudy this issue by offering scenarios that either won't happen (pagan schools) or that you think will prove that Christians can't read the Constitution.""
.
By the standard definition, there are hundreds of pagan schools in the US. Claiming that they are a scenarios that ""won't happen"" is simply nonsense.",1,0.5,General,"LR, SVM, DistilBERT, BERT, HateBERT",0,0,0,0,0
6286696,It amazes me too. The sheer ignorance of trying to portray one of the most heinous genocidal events and most severe suffering in the history of the human race as a victory for gender equality - where does one even begin?,0,0.2,General,"LR, SVM",1,1,0,0,0
5941865,"I moved from the Rock (Kodiak) to Skankerage in 1975 and spent a memorable year there before moving to the Mad Zoo and become (proudly) Valley Trash. Yup, Skankerage is getting to be like it was in the Pipeline Days. To blame all this mayhem on the current or former mayor or the ""Libs"" or the ""Cons"" is to ignore the personal responsibility of the druggies and other lowlife that commit these acts.

 I blame them.

 And don't get me started on the **** that goes on in the Valley ...",0,0.0,General,"LR, SVM",1,1,0,0,0
5488396,"I think that it hasn't been discussed enough that the young starters are carrying too much of a load. They have been very good, but when you hit a rough spot, you need to rely on your veterans, Chatwood, Otavinio?, Dunn, Lyles, Oberg, Cargo, have all failed miserably. How much added pressure is there for a rookie to not only help the team win, but now you have to be the stopper because your vets stink?",1,0.6,General,"LR, SVM, DistilBERT, BERT, HateBERT",0,0,0,0,0
5273430,"That's a darned short sentence for someone with a long history of drunk driving who spits in the face of the law by continuing to drive after losing his license. He has numerous citations for driving while suspended and has simply shown complete and total disregard for anything but himself, with deadly consequences.

I'm having trouble seeing any humanity in this pile of dirt. Sadly, his behavior isn't all that far away from that of too many of our car-dependent fellow citizens who can't be bothered to put away their vibrating toys while driving and refuse to follow even the simplest of laws. It is those citizens who are the reason we don't have laws on the books to deal with people like this, because far too many motorists know that they are regularly taking dangerous risks with the lives of other people, so their sympathies lie with the scofflaws, not their innocent victims.",0,0.2,General,"LR, SVM",1,1,0,0,0
5098709,"The Ontario Energy Board hearings have become a sham under the current chair, Rosemarie Le Clair. She was and still is a personal friend of Dalton McGuinty and has stacked the Board with her pals from Ottawa. The OEB proceedings have become a rubber stamp of Liberal government decisions. The OEB should be completely reformed or it should be abolished.",0,0.0,General,SVM,0,1,0,0,0
519928,She has threatened and intimidated women who were raped by Bill to keep their mouths shut. Don't call something a lie when it's a known fact.,1,0.8,General,"DistilBERT, BERT, HateBERT",1,1,0,0,0
6045273,"What a guy, gets caught stealing it so he offers to give it back, probably come from the tax cut he's about to get, like I said what a stand up guy.",0,0.0,General,"LR, SVM",1,1,0,0,0
880697,There was a large white Supremacist and neo Nazi contingent in the Trump ranks...ignoring the fact won't make it go away.,0,0.2,General,"LR, SVM",1,1,0,0,0
5010274,"Indians pay the same taxes except, except, except, etc.🤗",0,0.0,General,SVM,0,1,0,0,0
451842,"Fortunately not everyone keeps his/her brain in a little box of ""associations"" allowing such facile and simplistic characterizations.  Which means that posted rhetoric full of such narrow, television-induced categorizations merits no serious consideration.  Sorry for the big words.  Wow, indeed...",0,0.0,General,"LR, SVM",1,1,0,0,0
6181607,"In a totalitarian system, the government knows everything about its citizens. In particular it knows who you are and where you are at all times. Anonymity is eliminated with extreme prejudice, because a threat to the system could lie behind the veil.

In Canada, your public identity is yours to conceal or reveal as you choose. This tradition comes to us via centuries of British common law. It's what differentiates us from authoritarian governments. Unlike some unlucky countries, in Canada we don't strip away the individual's ability to remain hidden. Instead we empower the individual. She doesn't have to reveal her identity in public except under clearly defined and concrete circumstances. 

It shocks me to see the number of Canadians who actually embrace the totalitarian concept- all the while hiding behind an anonymous comment.",0,0.0,General,SVM,0,1,0,0,0
6248515,"I see the Hon SA scrubbed my post on President Trump visiting the DOH next Friday to ask for *****'s fake birth certificate.

LOL!!   
CLASSIC!",1,0.5,General,"LR, SVM, DistilBERT, BERT, HateBERT",0,0,0,0,0
469120,Was English grammar a prerequisite for studying the human brain?,0,0.0,General,"LR, SVM",1,1,0,0,0
438461,...characterizing a policy from a state government that's $4B in the hole as 'fiscally conservative' is laughable.,1,0.5,General,"DistilBERT, BERT, HateBERT",1,1,0,0,0
6144592,"Please, please keep protesting guys!  Between your ingratitude for the overpaid, overworshipped lifestyle you lead, your incredible arrogance and the ridiculously overpriced nature of all things NFL, you are hastening the inevitable.

I figured out a long time ago I could live just fine without you.  Now the rest of America is getting it too.  Let's see how anxious you are to protest when you have to get REAL jobs like the rest of us.",0,0.4,General,"LR, SVM",1,1,0,0,0
5519708,"Don't Tase me bro has become so quaint...

American Police need to take lessons from London Bobbies who use creative improvised solutions when dealing with knife or sword wielding suspects.  But then this is America, our police don't de-escalate, they get scared and kill the scary enemy.",0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
6211020,"Yet again, black blindness.  They refuse to recognise the colossal, exponential increase in the black population of Cape Town. When I first arrived there,  in 1976,  only Gugs and Nyanga existed as black townships, and there was a tiny population of about 1000 blacks.   Cape Town's population was mainly white and coloured   In the months before the first free elections,  the ANC were bussing in between 20 and 30, thousand blacks a month, from the Eastern Cape.  Go check.  And the increase in black numbers  has never stopped since.  So, how is any city expected to cope with such a colossal increase.  The drought is not just because of the lack of rain.  It has been caused by the huge increase in the city's numbers.",1,0.6,General,"DistilBERT, BERT, HateBERT",1,1,0,0,0
952216,"""Feminists"" think you can't criticize a woman without it being about her gender, but only if it's a lefty woman. So transparent and everyone knows it.",0,0.4,General,"LR, SVM",1,1,0,0,0
545260,Harper was Hell and he probably did pull these stunts. The Globe gave Harper a free ride for almost ten years.,0,0.0,General,LR,1,0,0,0,0
832322,That hugging is creepy.,0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
5192672,"Your claim is rubbish.

The largest employer in Canada is Loblaws. It has three times the active workforce that the CAF has. Another 15 companies in Canada have workforces as large as the CAF. Those companies do not, in any way shape or form, tolerate sexual offences. Yet last year alone, the CAF had 223 reported cases of CRIMINAL sexual offences, over and above the kind of sexual misconduct that would merely get you fired from a private firm.

Big or small, any company in Canada that was experiencing sexual misconduct at the level the CAF tolerates would be put out of business. Your unwillingness to face up to the truth compounds the dishonour that this problem brings to the CAF.",1,0.5,General,"BERT, HateBERT",1,1,1,0,0
5697881,"he is a 'positively' brutal president?  There, something positive.",0,0.4,General,SVM,0,1,0,0,0
6203805,"I don't understand how Donald Trump is the subject of unremitting criticism by Democrats for his spray tan and his comb-over, and then they trot out this rodeo clown to combat him.  Seriously?  Who has that many matching blouse/cowboy hat sets?",0,0.0,General,"LR, SVM, DistilBERT, BERT, HateBERT",1,1,1,1,1
6122222,"You are a tax cheat too. Go get him, Bill.",0,0.1666666666666666,General,LR,1,0,0,0,0
6075172,"Caleb Keeter, lead guitarist for the Josh Abbot Band: ""I’ve been a proponent of the 2nd amendment my entire life. Until the events of last night. I cannot express how wrong I was. We actually have members of our crew with CHL's, and legal firearms on the bus, They were useless.We couldn’t touch them for fear police might think we were part of the massacre and shoot us. A small group (or one man) laid waste to a city with dedicated, fearless police officers desperately trying to help, because of access to an insane amount of fire power."" Powerful stuff.",0,0.4,General,"LR, SVM",1,1,0,0,0
861851,"Grampa it's not the 1980's anymore. In 2017 Canada doesn't make anything anymore that cannot be made elsewhere in the world with better quality and more inexpensively. In addition courtesy of the CIA/NSA and any corrupt Canadian politicians, Team Trump knows Trudeau's bargaining ploys in advance.  Canada has nothing to bargain with and will be slaughtered.",0,0.2,General,SVM,0,1,0,0,0
472236,"Actually that's computer code for a keystroke, most likely the foward slash key option. Just a coding error most likely and it shouldn't make you lose any sleep over it. Let's test my theory though.... Next I'll type a foward slash / then I'll type a backwards slash \ and now I'll type the code for the return function on the keyboard <br>. If the period I typed at the end of the last sentence is below the actual sentence then the code worked as programmed. If the glitch is still affecting keystrokes then my foward and back slashes should look like the ""amp"" garble. 

On a side note, I say send there ass back to their country if they really are a refugee. That or let them got for a walkabout in our fine backcountry...say 50 miles from the nearest inhabited space...and we'll see if they cause any more trouble for ""society"".",0,0.2,General,"LR, SVM",1,1,0,0,0
6125481,"Well it took State Senate candidate Jackson only 5 paragraphs to get to favorite epithets of the left:  discrimination, bigoted and disingenuous.  Well done.  Let's talk about discrimination a bit.

Today the left embraces, celebrates and demands discrimination at every turn.  Ask any smoker 50' away from a building entrance.  Ask any Christian who refuses service to a same sex couple.  Ask any white man, woman, or oriental denied equal access to jobs or education based on nothing more than the color of their skin.

Sexual identity is set at the cellular level.  Calling yourself anything other than whatever your chromosomes are wired to do is just as effective as calling yourself a turnip.  No amount of surgical mutilation or hormone therapy will change that.  The problem with all this foolishness is that it is being brought into the public schools and universities.  

While Anchorage doesn't enforce this with a heavy hand yet, it is only a matter of time.  Cheers -",0,0.3,General,"LR, SVM",1,1,0,0,0
5294011,"In this case, if you are not white, apparently you can't be European.
---
RACIST comment
-
the Mayor of London is not white
explain that
--
look at the national soccer teams of UK, France, Germany, Portugal, Netherlands ...
so you see ALL White?",0,0.4,General,"LR, SVM",1,1,0,0,0
5496326,"Quebec has become as mundane and dull as Oilberta.

Yea !",0,0.1666666666666666,General,SVM,0,1,0,0,0
735449,"Because we can't have too many cops serving and protecting us! And dump trucks, too! That's how we create a truly civilized society! Beat those pesky terrorists at their own game!!!",0,0.1666666666666666,General,"LR, SVM, DistilBERT",1,1,1,0,0
744687,"""Germany has been killing Muslims since 9/11.""

Um, what?",0,0.4375,General,"LR, SVM, DistilBERT, BERT, HateBERT",1,1,1,1,1
5785098,"Trump was right for saying there was blame on both sides.  To say otherwise is a denial of reality.  As despicable as neo-Nazi and white supremacy groups are, the group that rallied in Charlottesville had a permit from the city to do so.  They went there to exercise their free speech rights under the Constitution.   The counter-protesters who gathered in Charlottesville did not have a permit but went anyway and brought with them baseball bats, clubs and improvised flame throwers for one reason only and that was to engage in fights with the protesters.  They also were a despicable lot consisting of many racists and black separatists.  We will never know who threw the first punch to start the battle that erupted, but it is wrong to blame the white supremacist only as our congressional delegation is doing because they were the more despicable of the two groups.",0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
580746,Americans are so dumbed down that half of them don't even understand what's going on.,1,0.55,General,"LR, SVM",0,0,1,1,1
392304,"Feckin' I.D.I.O.T. humans.
Can't we just stick to gratuitously murdering ourselves and others of our species?
No, apparently not. We're so good at it.
No wonder we're on our way out.
A big difference between hunting for food legally and this senseless herd behavior.
Certain characteristics of a mob going to a lynching. I hope the kiddies got a good view!
Very educational.",1,0.59375,General,"LR, SVM, DistilBERT, BERT, HateBERT",0,0,0,0,0
6028268,If it's not about race then why are so many black players protesting?,0,0.2,General,"LR, SVM",1,1,0,0,0
6096780,"Interesting. Thanks Neko. 
On the other hand, one could construe the stereotype as a compliment rather than ""homophobic trash,"" no? (BTW, I confess to buying into the stereotype without much thought.) 

On the other hand, a proper dismissal of the stereotype would require not just a long list of straight designers, but the examination of a truly random sample of designers. I'm not trying to defend the stereotype, Neko, just confessing my inclination, and pondering your objection.",0,0.2,General,SVM,0,1,0,0,0
469690,"At what cost to us... liberty, life, stealing our wealth through tax system that IS SLAVERY however thinly veiled to use against us and kill others with.  No more WAR.  No more Big Bloated Gov.  No more fossil Fuels.  No More failed Education systems. No more failed voting systems. No more 'legalized' home thefts.  No more Lying.  And actually folks we are closer to a black budget of 8 TRILLION.  Unaccountable. Here is link to an article. http://www.reuters.com/investigates/pentagon/#article/part2      and 54% of ALL taxes paid directly to military.  Does this sound like job stimulous or creation?  We let our 'elected leaders' up here, tell us that, as they screw us every time.  F-35's.  Missile defense.  and a Billion here and there because.  And the propagandist like the rag this article came from continues to publish 'reporting by actors' instead of independent investigative journalists like Greg Palast or Glenn Greenwald ..... know who they are?  IWW!  Solidarity!",0,0.0,General,"LR, SVM",1,1,0,0,0
1046222,"""Ali Jr., 44, who confirmed his Muslim faith, was detained about two hours, despite telling officials that he’s Ali’s son and a native-born U.S. citizen, Mancini said.""

Being ""Ali's son"" is nothing special.
And there have been native-born, U.S. citizens, of muslim faith, who have committed terrorism on U.S. soil. They are categorized as ""Home-Grown Terrorist"".

Feds are were just doing their job.",0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
6320110,"I don't know.  We've lived with a very real threat of a nuclear explosion in the US via Russia, Pakistan,  China for a long time. 

I understand looking at US casaulties, but:   In the Cuban crisis, the possible lost of Cuban lives was taken seriously by JFK both for loss of life and just as much for the image it would embed on the world of the US sqaushing a far inferior opponent.

If we start a war, millions ofKorean lives will be lost.   If you believe we are all God's creation.............

The statement of Lindsey Graham was in poor taste and showed a lack of concern for human life.    It's also the same damn thing we heard about Vietnam and every other conflict were we have occupied another nation- better over there, than over here.   

That kind of crap is just prewar propaganda to dehumanize those we are about to kill, and desenstize our own troops to the reality of war and violent death.

IMO",1,0.5,General,"DistilBERT, BERT, HateBERT",1,1,0,0,0
