id,comment_text,target,label,predicted_label,non_toxic_logit,toxic_logit
262760,"None of us care about your perversion, so long as you keep it out of our faces.  Why do the LGBT crowd have to keep pushing?
Islam hates everything LGBT and socialist, except the bennies.
Gee, lets all be Europe and FAIL, lets let our women be raped, lets let the animals in--to get rid of the Christians, the homosexuals, the liberals--oh, yeah, that is the goal of Islam.",0.4,0,1,-2.0113502,1.898647
263239,"Just when the RG makes systemic changes to improve the civility of the intercourse here they publish left wing tripe like this...what were you thinking? That's right you weren't thinking you were tied up in knots with your emotions. It took Ms. Christgau (no relation to Robert lets hope) Polls have also revealed that when it comes to understanding how our economy and government work Democrats and progressives are Dumber than 5th graders. When it comes to understanding who is better informed about the policy choices facing the country...... democrats are dumber than 5th graders ...Here is my poll Pat where is yours?

http://www.wsj.com/articles/SB10001424052748703561604575282190930932412",0.1666666666666666,0,1,-0.24815717,0.15585081
263650,"ummm, one person cannot delete a post. he def is one of the dumber folks around here, simple facts always confuses the dickens out of him, but it's been my experience he hasn't flagged any of the shots I've rubbed his nose in.",0.4,0,1,-0.74656266,0.6373839
265172,"I do, every time I read another national poll that shows 85% of us Native American's overwhelmingly support Indian mascots, 10% could care less, and a pathetic 5% of emotional cripples are offended. Perhaps you will keep in mind every last one of the laughable arguments made by PC emotional cripples has been thoroughly debunked to redundancy.",0.4,0,1,-0.22292113,0.18824449
265995,"Wyatt. Not in today's world of lawyers getting sick, fried brain criminals off. Remember the monster who raped an old lady and infant? Nope, I keep my guns clean and handy.  Anyone can eat lead if they enter my home uninvited. I refuse to be a statistic or victim without a major fight. In Alaska we can defend ourselves and most of us will.",0.4,0,1,-0.13819759,0.059512064
267104,"and another cut and paste from the local liberal bigot good old boy club. Does polly want a cracker? The clones are going to be repeating this drivel until the election as not one of these brainless liberals can manage to be original. Vinis assures one thing, she will walk in goosestep to the liberal bigot good old boy club. The last thing we need is another deluded puppet dictator and especially one who has NO EXPERIENCE to run a city.",0.0,0,1,-0.23137552,0.15643714
267142,That's a silly connection.,0.4,0,1,-1.1598076,1.0637647
268627,"KKK, you remind me that the only HONEST 'anti-abortionist' I ever heard speak was Tom Metzger, former Grand Dragon of the Ku Klux Klan.  When asked his position on abortion, he said: ""We oppose abortion for white women.  We are in favor of abortion for non-white women.""  And that is the TRUE position of these white so-called 'conservative Christians.'  But unlike Metzger they don't have the guts to admit it.  And that includes 'Trumpy the Clown.'",0.4,0,1,-0.64766437,0.56695414
269722,"Loser posts about losing, imagine that......Dick, you've done it for me. I've tried my best to read something positive in all your fitful posts but I'm done trying because, as I suspected and now know for certain, there is not a scintilla of value.",0.4833333333333333,0,1,-0.38518992,0.24952047
269979,"Need to give two comments. It is extraordinary stupid for Finnish officials to say that Russian authorities are not behind this refugee flow to Finland. Anyone, who has come from Russia to Finland knows that since the bolshevik revolution absolutely nobody has been able to cross the border without permission of Russian security sercvice, that is FSB today. And now, when it has been possible for some weeks, it is just due to FSB to let it happen, no matter how many criminals or non-criminals are there organising the trip to the border. To let them come is a decision made by FSB and Mr. Ilkka Kanerva is absolutely right when saying that it is a signal sent from Moscow to Helsinki. Another thing is that vast majority of the flow to Finland did not originate to countries at war. Most of them are from countries like India and Pakistan and they have spent many years working in Russia, but now, due to depression in the country, they are seeking for better life in Europe.",0.3,0,1,-0.4403632,0.365154
270327,She sold us out due to McCain's greed to be President. Jokes on him and RNC. Fox paid her millions for her snarky redneck remarks. Now she is a HOG for spotlight.,0.1666666666666666,0,1,-0.3634756,0.26275724
270332,"I always read everything I comment on, you're right it was not ""a confrontation"", it was 3, tripling the idiocy. 
""Troopers have said Larson told Tallman to stop and Tallman shoved him. 
[1st confrontation]
“An altercation ensued and Larson was knocked to the ground. LARSON FOLLOWED TALLMAN as he went into the woods and Tallman knocked Larson down a second time …” Crockett stated.""
[2nd confrontation/altercation due to Larson following Tallman.]
""Tallman headed back toward the front yard of a home behind Larson’s, the affidavit says, and when Larson told him he was calling troopers, Tallman hit Larson and knocked his phone from his hand and his glasses off his face.""
[3rd confrontation/altercation begins.]
“Larson removed a .38 caliber handgun from his (pocket) and advised Tallman he was armed and told him to stop,” Crockett wrote, adding that Larson later said he didn’t see well without his glasses. “Tallman charged Larson and Larson fired striking Tallman in the leg.”
[DOC bully SOP]",0.0,0,1,-0.10918924,-0.035510823
272258,"If you bother to research the ASD budget, you're more than likely  find answers that you're looking for, Less.  Since you have such a dismal opinion about ASD children being ""dumber and dumber,"" I assume you don't have children or grandchildren that went through the ASD.  Because is you do/did, they'd likely turn out dumber too.  Right?  Makes a difference when you personalize issues.",0.3,0,1,-0.29736185,0.21361999
272641,"Key to prudent financial stability is citizen engagement with the legislature.  Today we don't have that.  Otherwise you are correct, the result would be the same and meet the definition of crazy.  It means work, critical thinking, separating needs from wants and discriminating idiology from ideology followed by first voting out the idiots that are presently in the legislature and voting in citizens that can do a responsible, citizen centric job.",0.0,0,1,-0.67101115,0.5440099
273148,"Why, voting for a democrat is like using a child molester as a babysitter.",0.4714285714285714,0,1,-0.07093812,0.010994449
273218,Nobody gives the south end of a northbound rat about what Europe thinks of America. Europe is the hotbed of radical Islam.,0.4459459459459459,0,1,-0.47529486,0.34872702
275602,"To all you nattering hard righter's that are always carping about how left the Dispatch is, how do you reconcile your bone-to-pick with this published piece of hard right lunatic codswallop?",0.3,0,1,-0.2979745,0.21301655
276229,Only if he can tax the crap out of the property owners.,0.0,0,1,-0.81998056,0.6481086
276345,"“In Bali, a baby is never put down for at least the first three months of life, and that includes time spent sleeping,” Peterson said. “For the first three months, the baby is considered still ‘of the heavens.’ ”

In this country we kill them and throw them in the garbage..Great.",0.4,0,1,-1.4162236,1.3114427
277318,Your ignorance is profound. If you took away the junk mail you still a multi billion dollar shipping company carrying mail and packages.,0.4,0,1,-1.4009143,1.3474714
277524,Start by fining the EVER LIVING CRAP out of Weidner Apartment homes! They dedicate ARMIES of lawyers to see just HOW CLOSE they can get to breaking the law without being held responsible for it. KICK WEIDNER OUT OF ALASKA.,0.1666666666666666,0,1,-0.6067047,0.44428787
277707,"Anti tax legislators! They are jumping for an income tax on you one they will raise every year.  The will blow the pfd on bs like a downtown office buildin and just give the rest back to the oil companies, because we owe them our oil and we should pay them to drill for it. Just like the pig farmer owes the hot dog stand owner his pigs and he shoul pay to have them slaughtered.",0.0,0,1,-0.040501073,0.025369203
278196,"What ridiculous ignorant tripe Lynn. It is the economy that fueled a stock market rise and not the other way around. The Clinton bubble was the housing bubble of the 2000's. Oregon's economy became smoking hot in the 90's due to property tax relief to foreign corporations offshoring jobs here. As for the quote on welfare, that is a shameless bald face lie you continue to repeat in intellectual bankruptcy no matter how many times that lie is thoroughly debunked. Welfare reform added a ton of new programs to help people attain work, and mandated those who receive welfare look for a mere 5 jobs per week. The only ones denied welfare were the ones who didn't look for work.",0.3,0,1,-1.042384,0.94785243
279768,"Well one thing Ethan has been successful at is teaching the drunks not to CRAP.  Removing all of the homeless camp porta potties has proven that and saved money.  Just don't try to jog in tennis shoes,  maybe he could raise funds by renting hip boots to joggers. The real crap is up to you shins in some trails. His budget plans make me want to buy new rain gear as the poop hitting the paddles is just beginning.",0.3,0,1,-0.6355412,0.5231537
281049,I feel fearful of anyone waving a gun around. End of story.  Gun owners don't expect everyone to see things from their point of view but they expect to be able to push everyone around using the threat of their S&W Compensator.  The world doesn't work that way either. Hopefully that trigger happy clown goes to jail.,0.4,0,1,-0.0931751,0.0810741
281374,"I'm sorry. This is right out of script for ""Worlds Dumbest Criminals"".",0.0,0,1,-1.454317,1.3004477
281927,"I agree that Trooper should have been fired.  I suspect Monegan did to.  However, the union would have filed a wrongful termination suit against the state, and that Trooper would have made a ton of money off being fired.  Is that what you want?  The union has rules on how and when Troopers can be fired.  If that state doesn't follow those rules, the employee ends up winning, even if they suck.",0.4,0,1,-0.5043948,0.3891531
283114,"""Just because some jackass is an atheist doesn't mean his prophets and gods are any less false"". -J.R. ""Bob"" Dobbs-",0.4,0,1,-1.3823861,1.2333518
285307,I wish someone would try and break into my place. Riddle them with .223 and light their bodies on fire in my front yard.,0.4,0,1,-0.45288718,0.38544813
285433,Trolls scared of any opinion that rocks their shoebox work!,0.0,0,1,-0.16807437,0.15680504
285601,"The silver lining in the extremist bills Dunleavy brings forward is the notoriety they generate.  Residents of Senate District E are acquiring a greater awareness of what their state senator stands for and increases the likelihood he'll be tossed out come election day in 2018.  Whacking public education while pushing vouchers, co-sponsoring Kelly's guns on campus bill, voting for capitol mega-projects that will never be built (Susitna Hydropower Project stands out), and obsessing over sex education illustrate how far off base our senator really is.  The Republicans successfully gerrymandered this bastard of a Senate district a few years ago.  It includes Valdez, Talkeetna, Delta, areas north of Wasilla, Whittier, Houston, Willow, the Palmer-Fishhok area, and numerous small communities such as Sutton, Trapper Creek, Chickaloon, Skwentna, and Glacier View.  May those of us who live in these communities continue to scrutinize his actions and give him the heave ho in two years.",0.1,0,1,-0.08258311,-0.013311699
286233,What's new? We gotta rid ourselves of these two industry thugs.,0.0,0,1,-0.38778415,0.3110531
286963,"Could you clarify, something for me? If a person is born with a penis and testes, it is male, right? And if a person is born with a vagina and a uteris, it is female, correct? As far as I know, the physical attributes each human is born with is not a matter of choice. After birth, humans have many years to make a decision as to what their sexuality will be or even may be born understanding what their sexuality will be at sexual maturity. Some may even identify as being a different sex than at birth. I agree that there are perhaps lesser or greater variations of bi-sexuality that permeate all human beings to a lesser or greater extent. The exploration and discovery about ourselves continues and will be either exciting or dreaded, depending on your views and experiences.",0.3,0,1,-0.22722404,0.10203674
287913,"Yeah, how dare that old man go have fun, hunting and hiking and living life. He should have ""Been Mature"" and sat at home, grown old, and died bored stiff!
And you know NOTHING about bear meat. You just outed yourself as that sad old fartknocker sitting at home waiting to die and wanting to make everyone else miserable........",0.3,0,1,-0.029702468,0.026659673
288392,"Nothing mindless about it, no work no need for workers. The State should follow suit, state and government employees are the least productive of all anyway. You don't get half the productivity as a private worker, it's quite pathetic really.",0.0,0,1,-0.81287885,0.6785446
288541,says the troll who loves the free speech as long as no one can figure out who he is.,0.3,0,1,-0.06577978,-0.0049866512
288611,"why the tiny ass font size in your comment, yo?",0.2545454545454545,0,1,-1.7667094,1.5274838
288828,"You people are deplorable, you get a little information and slaughter the person, how is that any better! You are all a part of the problem and not the solution! Mind your own business, try that! Makes me sick what's happening to her, she's my cousin and a wonderful mother who took these girls in from an alcoholic mother that gave them alcohol fetal syndrome! The kids came messed up and she was trying to counter act it. The media only told you what they wanted so all you people would take the bait! For which you did! DEPLORABLE!!!!",0.4347826086956521,0,1,-1.021243,0.9724099
289085,"Ah, the ignorant babblings of uneducated sheep. Oregon used to be #1 in affordable housing. This was accomplished twofold. First, we had a renters refund program that rebated property taxes collected in rent back to the working poor. Secondly, we built affordable starter homes that could be purchased on the federal minimum wage. Democrats killed the renter's refund program and outlawed affordable starter homes. Now liberals think the only affordable housing to be gained is a government subsidized apartment complex and the welfare state.",0.3,0,1,-0.43457988,0.3201237
289750,"Say what you will (those that vote for Trump) he is NOT Presidential material and if someone need explain why, then we have an even bigger worry. If your thinking is, I know he is a loose cannon, says things and then has to take it back or says ridiculouse things - ""look at that face"" or calls his opponents childish names, you know name calling like you do in third grade. I know that but I don't care because he is spanking Washington calling them stupid and I agree with that. Really?, and you think this is someone to best represent us on the world stage? The same convuleted thinking applies to the Sanders supporters. Why support him when you hear over and over his plans are not affordable...his own party says so. The deficit now at 17 trillion would rise 8-10 trillion more along with your taxes. And you suporters say I've heard these figures but I still like his ideas...and he tells us he did not vote for the Iraq war. 
Oh my...what to conclude. America we are in trouble!",0.0,0,1,-0.074250266,-0.026098456
290388,"so I'm going to ask all you socialist supporters, why is it ok for a oped guy to call Christians, ""Religious Right"" but I would be slammed if I called Homosexuals ""The Gay Left"".  So for like the 5th time, please me understand. this why I'm asking all you Liberal elites because as you keep stating, I'm not too smart and do not know much.  so please help this dumb guy out. Please leave Alinsky, Rules for radicals scripture out of your answer.. hahaha.. Sandya, shame on you thinking its ok to call Christians, ""The Religious Right"".  shame on you.  I thought you Socialist were ""Tolerant"".  That's what you all say....",0.4594594594594594,0,1,-0.9244526,0.80185777
290986,"Why can't nonreligious people fire religious people for their chosen religion and lifestyle too?   Why can't a Jew fire Christians or Muslims for their chosen lifestyles? Why is it only okay to single out the gay lifestyle for discrimination?   I know people who wont shut up about their religion and I tolerate them.    Yet they think they dont have to tolerate anyone else.  I know how gay people feel about having religion shoved in their faces...and I don't side with religious fundamentalists who make their religion someone else's problem.   

The gay people I know don't do that.   They might mention their lesbian wife (""Susie and I went hiking at Hatcher's Pass last week..."") or their gay boyfriend (""Rick and I are flying to Seattle tomorrow...) in passing etc.   They NEVER mention their bedroom escapades, and I don't care what they do either. Otherwise it isn't even a topic for discussion.   Minnery's folk never stop talking about gay people all day long.   There's a huge difference.",0.0,0,1,-0.14562449,0.08104463
291075,"What ever reason, it takes sick minded person to hang an animal and leave it to make a point.",0.4,0,1,-0.16901149,0.07726309
291373,Why does ADN leave articles like this on and on when two neighbors should be handling the situation without a bunch of stupid replies. There were many articles of importance about the health and well being of the state that were gone in a day. Come on ADN grow up an bit!,0.2,0,1,-1.525709,1.414976
292913,"On the other hand, choosing the angry white religious racist lifestyle guarantees birth control. Don't forget the dixie decals, Schludwiller beer mudflaps, and a plastic Jesus on the dashboard of the 8mpg hummer.",0.4,0,1,-0.3842812,0.2882035
293145,"Vote is the operant word. 

The voter turn out in Alaska (and nationwide) is usually around 25 percent, maybe a bit higher in presidential election years. 

People, including policy makers, can only treat you like crap if you allow them to do so.",0.2,0,1,-1.1148142,0.98076624
293413,"Oh, come on you guys in the legislature, grow up and do your job.  You are an embarrassment to Alaska.  You don't DESERVE to represent the good people of Alaska.  All your petty posturing and childish bickering has got to stop.",0.325,0,1,-0.3298032,0.25686938
295501,"Mr. Hanscom:  There is little evidence that sounding those horns does anything to enhance safety at crossings already protected by cross arms, swinging lighted signals with bells and flashing lights.  Most (virtually all) individuals who are struck by trains at such crossings knew a train was coming....at such crossings you'd have to be blind, deaf and stupid to not realize a train was nearing the crossing.  Those folks simply thought (obviously mistakenly) that they could ""outrun"" the train and drove, rode or walked around the barriers to ""save some time and not have to wait for that damn train"".   Those loud, obnoxious horns are redundant warnings.

To be sure, they are appropriate at rural crossings with no barriers and some without even the swinging signals.  They are not necessary in the city.  What is necessary is for people to honor the existing warnings and not jeopardize their lives to save a few minutes.",0.0,0,1,-0.6188475,0.5380457
295677,"Silly Billy Bruce, be subtitle lol. It is what it is. To me it is medicine. Either you are against it or for it period. No need to be subtitle. Did we pay him for his advice?  Hope not.",0.0,0,1,-0.41139594,0.3607385
297692,"The problem is in the crazy drivers; those of you who have seen the same things I have don't need me to enlighten you. Try this for a solution: create in this safety corridor a policy of having the troopers or other policing agency immediately remove a speeders license and keys to the vehicle, then impound the vehicle. A couple of weeks of these tactics should cool the heals of aggressive drivers. 24 hours a day: put these idiots afoot as bear bait, and I mean don't allow someone else in the vehicle take over the driving. If these tactics fail, begin immediately arresting the violators.",0.2,0,1,-0.67370033,0.5822059
299460,The Republican Corrupt Bastards Club were bought by handfuls of candy and a few dollars. It doesn't take much. Lower limits are a good thing.,0.4305555555555556,0,1,-0.68953013,0.6006807
300015,"That whole ""tough on crime"" argument is a load of crap! Crime rates have been dropping for several decades regardless of how draconian we make our correctional system. Crime rates have been dropping just as much in more civilized countries that don't lock up millions of nonviolent offenders. Even if Alaska's prison population has only increased by three, that is still going in the wrong direction from an already bloated, obscenely high number.

If you want to lock people up, tell us explicitly, how many dollars out of your pocket are you willing to contribute? The time for high-minded ideological gobbledygook is long past. We have a senseless, ineffective, capricious system that costs way too much. I want a much better return on the money that is undoubtedly going to be coming from my own pocket in the future.",0.4,0,1,-0.6781885,0.5652363
300117,"The awful, braindead drivers of this town can't even steal a car correctly.",0.4137931034482759,0,1,-0.20025097,0.14959432
300956,He's one of the Clown Car drivers...,0.0,0,1,-0.8269922,0.7386926
302390,"Wow. Just wow. The GOP actually pandering to the court! Shameless hussies. And Bob Bell? Nobody likes you outside the 1%. You're a sore loser, and every old Alaskan knows your action.  Only cheechakos would give you money. Wanna bet? Run again.",0.3833333333333333,0,1,-1.2357994,1.1184393
302461,"Roberta B. Rinehart - Are you confused?  Do you believe that it was a legal gun carrier that shot Gabby Giffords?  How will preventing legal carry stop criminals from carrying?  By definition they are criminals and break the law.  Laws were broken there and she was not shot by a legal concealed carry person.  Nice try on clouding the facts but we are not all stupid enough to believe your fear mongering.  By the way shooting Gabby Giffords was in its self an illegal act,  did the law stop her from being shot?  Open your eyes.",0.1666666666666666,0,1,-0.16472834,0.088757664
302523,The political gene pool in Alaska is so darn small.,0.2,0,1,-0.4879624,0.3474063
303047,"You are hysterical. Seriously find evidence of actual bigotry, xenophobia, sexism, or any other ism you leftist cry bullies hurl at Trump. All anyone can ever do is quote half of sentences out of context. Weigh that to the good Donald has done over the years for individuals of every stripe and anyone with eyes can see that Donald is not any kind of fascist. You disparage the people who suffered under actual oppression in Nazi Germany by comparing a major US presidential candidate to the Fuhrer.

Your feelings mean nothing. Reality does not conform to your child like emotions, and just because you can't control them doesn't mean we have to accommodate them. Bernie Sanders was in town not two weeks ago and he and his supporters were able to conduct their events unmolested. If you and yours can't show Trump the same respect it really shows who the actual authoritarians are in America today.",0.4,0,1,-0.08271581,-0.014477812
305229,"when I first heard trump would be here, I immediately thought how can I thumb my nose at him.  I want to show him no respect, I think he is evil (entitled to my opinion) and that he as president is a most ridiculous and dangerous proposition.
  and then I realize  - he feeds off that energy...it is fuel to his vile rants..it is an excuse to insult any sub-group of our citizenry that aren't rich old greedy white men like him. to his supporters, he's already demonstrated his dislike for at least 50% of his supporters.. these tough poor working women who support him...if he is willing to slur ver accomplished women, how do you think he's gonna regard you?  unless you're eastern European and about 20 yrs old...won't be pretty.
 so I decided the best thing I can do is not go, not feed his rhetoric, not give him a target to rant at, not let him rile the people.  what if nobody went to protest?  would that not take the wind out of his sails?  what would he say?  I think he relishes this stop.",0.4,0,1,-0.22718032,0.13565275
305321,"the law is gearing up for protesters ( I hear CSN&Y singing about chicago and ohio...)  - I say NOBODY SHOW UP IN PROTEST.  IT IS WHAT TRUMP WANTS.  HE WANTS TO ENGAGE/ATTACK.  let's not give him an easy target.    that would be the most effective thing we can do to thwart him here.  he is itching for a showdown here.  if he has no target, his vitriol will build up... turn on his own supporters? show them his true feelings for them...?  get into  some stupid hateful rant against ghosts?  WE CAN NOT LOSE IF WE DO NOT PLAY.  HE CAN NOT WIN IF WE DO NOT PLAY.",0.0,0,1,-0.122062765,-0.0043585934
305414,"Val Hoyle is the closest thing in the races to Trump.  A true bully who you characterize as an ""extrovert.""  We yes, she is that.",0.4,0,1,-0.17892495,0.058939494
305627,At least we know part of the reason a lot of the uni students are so misinformed and screwed up.,0.3,0,1,-0.26038563,0.19197348
306970,I agree.  I notice that there are a lot of fat women in Anchorage and I'm one of em!,0.0,0,1,-0.60413444,0.51765376
308535,"Good points, except I don't think the guy who defaced Demboski signs was a liberal; he sounded like a nut.",0.0,0,1,-0.530148,0.36844853
308720,"That's absolutely correct, Michael.  Referring to people in the Valley as trash isn't any different than saying all New Yorkers are loud and pushy, or all Texans are fat, cowboy hat-wearing, oil tycoons.  There are good people and bad people everywhere.  Drawing enemy lines on a map has nothing to do with this side being good and the other side being bad.  A lot of the time you see people like the ones in this article engaged in male posturing and its just ridiculous and immature.",0.3,0,1,-0.97069573,0.84904754
308795,"It's got to be a physically demanding,stressful,and dangerous occupation,working in an environment surrounded by drunken,lecherous,fat old white men..And then to have the proprietors of the establishment stiff these hard-working women on their paychecks,is unconscionable..",0.4,0,1,-0.4277757,0.33385664
309066,"Aw, Davis, you're feeling the Republican cancer and there's no way out but to let the cancer eat you alive.  Because you're so politically miserable, you believe everyone else should be feeling what your feeling.  Sorry, Davis, but there's no sharing of the type of cancer you've embraced.",0.0,0,1,-0.15308759,0.11625729
310208,"I don't see any indication that we will not be using cars for transportation in the future. Electric? sure. Automated? yeah. I also would love to see your source that driving miles have been flat for over a decade. Take a look here: http://www.advisorperspectives.com/dshort/charts/indicators/miles-traveled.html?miles-traveled.gif.  The driving miles tapered off due to the recession, but have resumed climbing since 2014. ""Our children will weep at our stupidity""? Really? You're not helping with that.",0.3,0,1,-0.29863307,0.18927564
